timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source	snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note
2026-04-06T03:14:57+00:00	before_sequential_10	with_view_devmapper_n10	default	devmapper	262726492	250210140	174427396	68992584	10320744	2287040	32508	3116	3116	1179648	15348	dm:containerd-pool	0.1707	0.6273	2291200	5262336	dmsetup	18	0			v2
2026-04-06T03:14:59+00:00	after_start_1_of_10	with_view_devmapper_n10	default	devmapper	262726492	250055112	174270740	68992880	10321712	2287928	32508	15656	93296	1179648	12623588	dm:containerd-pool	0.1708	0.6274	2292736	5263360	dmsetup	21	1	0.717076		v2
2026-04-06T03:15:00+00:00	after_start_2_of_10	with_view_devmapper_n10	default	devmapper	262726492	249821448	174022004	69001824	10322524	2294108	32508	32768	197480	1179648	25231891	dm:containerd-pool	0.1712	0.6282	2298368	5270016	dmsetup	23	2	0.693059		v2
2026-04-06T03:15:01+00:00	after_start_3_of_10	with_view_devmapper_n10	default	devmapper	262726492	249641780	173834636	69003408	10323776	2300276	36384	48436	301696	1179648	37840257	dm:containerd-pool	0.1717	0.6290	2305024	5276672	dmsetup	22	3	0.695130		v2
2026-04-06T03:15:02+00:00	after_start_4_of_10	with_view_devmapper_n10	default	devmapper	262726492	249429592	173614372	69005480	10325888	2306456	36384	60964	406088	1179648	50448686	dm:containerd-pool	0.1721	0.6298	2310144	5283328	dmsetup	24	4	0.693903		v2
2026-04-06T03:15:04+00:00	after_start_5_of_10	with_view_devmapper_n10	default	devmapper	262726492	249250948	173427416	69007588	10327720	2312624	36384	73516	506964	1179648	63057178	dm:containerd-pool	0.1725	0.6307	2315264	5290496	dmsetup	26	5	0.693168		v2
2026-04-06T03:15:05+00:00	after_start_6_of_10	with_view_devmapper_n10	default	devmapper	262726492	249087908	173255220	69010716	10329620	2318820	37920	87588	609872	1179648	75665733	dm:containerd-pool	0.1729	0.6315	2320384	5297664	dmsetup	25	6	0.668949		v2
2026-04-06T03:15:06+00:00	after_start_7_of_10	with_view_devmapper_n10	default	devmapper	262726492	248914540	173073440	69012924	10331300	2325008	37920	101632	713328	1179648	88274351	dm:containerd-pool	0.1733	0.6324	2325504	5304832	dmsetup	27	7	0.679317		v2
2026-04-06T03:15:07+00:00	after_start_8_of_10	with_view_devmapper_n10	default	devmapper	262726492	248797900	172948644	69014960	10333564	2331196	37868	115708	823012	1179648	100883032	dm:containerd-pool	0.1736	0.6332	2330624	5312000	dmsetup	29	8	0.651959		v2
2026-04-06T03:15:08+00:00	after_start_9_of_10	with_view_devmapper_n10	default	devmapper	262726492	248620540	172763112	69017012	10335448	2337396	37868	128260	918096	1179648	113491776	dm:containerd-pool	0.1743	0.6348	2339328	5324800	dmsetup	28	9	0.687074		v2
2026-04-06T03:15:10+00:00	after_start_10_of_10	with_view_devmapper_n10	default	devmapper	262726492	248478440	172612920	69019032	10338224	2343584	37868	143864	1022620	1179648	126100588	dm:containerd-pool	0.1745	0.6353	2341888	5328896	dmsetup	30	10	0.703490		v2
2026-04-06T03:15:14+00:00	after_cleanup_sequential_10	with_view_devmapper_n10	default	devmapper	262726492	249370956	173576972	69003548	10324264	2287060	34756	3124	3108	1179648	15348	dm:containerd-pool	0.1727	0.6317	2317824	5298688	dmsetup	18	0		11.910459	v2
