timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source	snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note
2026-04-06T03:21:59+00:00	before_sequential_30	with_view_blockfile_n30	default	blockfile	262726492	249206392	173307664	69104920	10330520	2287324	43540	3092	3108	9961734144	15348							18	0			v2
2026-04-06T03:22:03+00:00	after_start_1_of_30	with_view_blockfile_n30	default	blockfile	262726492	249211904	172792588	69617032	10337716	2288416	43480	15628	94820	10486022144	12623432							20	1	3.039407		v2
2026-04-06T03:22:06+00:00	after_start_2_of_30	with_view_blockfile_n30	default	blockfile	262726492	249114920	172157796	70136384	10351908	2293888	43480	28188	198212	11010310144	25231579							21	2	3.069404		v2
2026-04-06T03:22:09+00:00	after_start_3_of_30	with_view_blockfile_n30	default	blockfile	262726492	249032620	171544840	70648604	10366404	2299288	45016	42240	298376	11534598144	37839789							22	3	2.968393		v2
2026-04-06T03:22:13+00:00	after_start_4_of_30	with_view_blockfile_n30	default	blockfile	262726492	248941060	170922464	71160820	10381036	2304824	45016	59464	402824	12058886144	50448062							23	4	2.982871		v2
2026-04-06T03:22:16+00:00	after_start_5_of_30	with_view_blockfile_n30	default	blockfile	262726492	248839908	170290496	71673036	10397204	2310364	44988	71992	505548	12583174144	63056398							24	5	2.972836		v2
2026-04-06T03:22:19+00:00	after_start_6_of_30	with_view_blockfile_n30	default	blockfile	262726492	248749204	169668988	72185252	10411592	2315904	44988	87576	609880	13107462144	75664797							25	6	2.973217		v2
2026-04-06T03:22:22+00:00	after_start_7_of_30	with_view_blockfile_n30	default	blockfile	262726492	248698420	169087332	72697460	10426900	2321456	42352	101668	713364	13631750144	88273259							26	7	2.921481		v2
2026-04-06T03:22:26+00:00	after_start_8_of_30	with_view_blockfile_n30	default	blockfile	262726492	248620488	168478760	73209684	10441680	2326880	42352	115696	817688	14156038144	100881789							27	8	2.762594		v2
2026-04-06T03:22:29+00:00	after_start_9_of_30	with_view_blockfile_n30	default	blockfile	262726492	248544120	167871544	73721960	10456788	2332420	40816	129800	920632	14680326144	113490382							28	9	2.928441		v2
2026-04-06T03:22:32+00:00	after_start_10_of_30	with_view_blockfile_n30	default	blockfile	262726492	248405020	167201600	74234120	10472284	2337988	40816	142336	1024368	15204614144	126099043							29	10	3.014077		v2
2026-04-06T03:22:36+00:00	after_start_11_of_30	with_view_blockfile_n30	default	blockfile	262726492	248284164	166549904	74746320	10487724	2343540	43888	156388	1129200	15728902144	138707768							30	11	2.924434		v2
2026-04-06T03:22:39+00:00	after_start_12_of_30	with_view_blockfile_n30	default	blockfile	262726492	248203116	165938156	75258544	10503552	2348972	43888	168920	1232396	16253190144	151316557							31	12	2.964856		v2
2026-04-06T03:22:42+00:00	after_start_13_of_30	with_view_blockfile_n30	default	blockfile	262726492	248085796	165289436	75771340	10520068	2354516	43888	182992	1337620	16777478144	163925410							32	13	3.113644		v2
2026-04-06T03:22:46+00:00	after_start_14_of_30	with_view_blockfile_n30	default	blockfile	262726492	248004604	164677476	76283472	10537108	2360068	43888	195516	1439740	17301766144	176534327							33	14	3.053454		v2
2026-04-06T03:22:49+00:00	after_start_15_of_30	with_view_blockfile_n30	default	blockfile	262726492	247898436	164040396	76795768	10552968	2365620	42324	211200	1544512	17826054144	189143308							34	15	3.022856		v2
2026-04-06T03:22:53+00:00	after_start_16_of_30	with_view_blockfile_n30	default	blockfile	262726492	247740868	163351072	77307912	10570236	2371160	42324	223728	1649040	18350342144	201752353							35	16	2.930560		v2
2026-04-06T03:22:56+00:00	after_start_17_of_30	with_view_blockfile_n30	default	blockfile	262726492	247600560	162678892	77820116	10588044	2376584	40764	236224	1753324	18874630144	214361462							36	17	2.945243		v2
2026-04-06T03:22:59+00:00	after_start_18_of_30	with_view_blockfile_n30	default	blockfile	262726492	247462188	162008824	78332380	10604176	2382004	42300	248728	1856484	19398918144	226970635							37	18	3.032426		v2
2026-04-06T03:23:03+00:00	after_start_19_of_30	with_view_blockfile_n30	default	blockfile	262726492	247338116	161352896	78844564	10622212	2387432	45372	261200	1960216	19923206144	239579872							38	19	2.951706		v2
2026-04-06T03:23:06+00:00	after_start_20_of_30	with_view_blockfile_n30	default	blockfile	262726492	247212588	160695488	79356780	10638372	2392992	49980	276820	2064004	20447494144	252189173							39	20	2.985137		v2
2026-04-06T03:23:10+00:00	after_start_21_of_30	with_view_blockfile_n30	default	blockfile	262726492	247103200	160054544	79868580	10654420	2398536	51516	289316	2169832	20971782144	264798538							40	21	2.992881		v2
2026-04-06T03:23:13+00:00	after_start_22_of_30	with_view_blockfile_n30	default	blockfile	262726492	246984340	159403260	80381212	10672408	2404088	49940	301852	2272916	21496070144	277407967							41	22	3.062588		v2
2026-04-06T03:23:17+00:00	after_start_23_of_30	with_view_blockfile_n30	default	blockfile	262726492	246858088	158745032	80893432	10690100	2409628	48396	314416	2376176	22020358144	290017460							42	23	3.060630		v2
2026-04-06T03:23:20+00:00	after_start_24_of_30	with_view_blockfile_n30	default	blockfile	262726492	246741144	158096124	81405648	10707240	2415176	45176	326860	2479856	22544646144	302627017							43	24	3.037472		v2
2026-04-06T03:23:24+00:00	after_start_25_of_30	with_view_blockfile_n30	default	blockfile	262726492	246621888	157444940	81917840	10723324	2420724	45176	339388	2585828	23068934144	315236638							44	25	3.078804		v2
2026-04-06T03:23:27+00:00	after_start_26_of_30	with_view_blockfile_n30	default	blockfile	262726492	246530480	156821556	82430072	10741328	2426288	45072	355028	2687000	23593222144	327846323							45	26	3.137476		v2
2026-04-06T03:23:31+00:00	after_start_27_of_30	with_view_blockfile_n30	default	blockfile	262726492	246442480	156201584	82942292	10759124	2431832	46608	367540	2791216	24117510144	340456072							46	27	3.085432		v2
