timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source	snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note
2026-04-06T03:02:52+00:00	before_sequential_50	no_view_blockfile_n50	default	blockfile	262726492	249447048	173611596	69047684	10323648	2285728	32508	3116	3132	9961734144	15348							18	0			v2
2026-04-06T03:02:56+00:00	after_start_1_of_50	no_view_blockfile_n50	default	blockfile	262726492	249481588	173128044	69567332	10328288	2286792	32508	10964	93352	10486022144	12609299							19	1	2.929174		v2
2026-04-06T03:02:59+00:00	after_start_2_of_50	no_view_blockfile_n50	default	blockfile	262726492	249388160	172503880	70086660	10341928	2292272	32508	15648	196224	11010310144	25203313							21	2	2.949118		v2
2026-04-06T03:03:03+00:00	after_start_3_of_50	no_view_blockfile_n50	default	blockfile	262726492	249321556	171906632	70605976	10355936	2297676	32508	20372	300092	11534598144	37797390							22	3	3.001230		v2
2026-04-06T03:03:06+00:00	after_start_4_of_50	no_view_blockfile_n50	default	blockfile	262726492	249271732	171326008	71125300	10371532	2303208	32508	25076	404612	12058886144	50391530							23	4	2.938109		v2
2026-04-06T03:03:09+00:00	after_start_5_of_50	no_view_blockfile_n50	default	blockfile	262726492	249162524	170686024	71644620	10385844	2308756	32508	29760	506980	12583174144	62985733							24	5	2.943119		v2
2026-04-06T03:03:13+00:00	after_start_6_of_50	no_view_blockfile_n50	default	blockfile	262726492	249020852	170013976	72163572	10400508	2314320	32508	35980	611924	13107462144	75579999							25	6	2.979297		v2
2026-04-06T03:03:16+00:00	after_start_7_of_50	no_view_blockfile_n50	default	blockfile	262726492	248916976	169378784	72683248	10416276	2319868	32508	40692	715880	13631750144	88174328							26	7	2.889716		v2
2026-04-06T03:03:19+00:00	after_start_8_of_50	no_view_blockfile_n50	default	blockfile	262726492	248792556	168723552	73202592	10431184	2325424	32508	46924	820052	14156038144	100768720							26	8	3.019549		v2
2026-04-06T03:03:22+00:00	after_start_9_of_50	no_view_blockfile_n50	default	blockfile	262726492	248681652	168081936	73721944	10446020	2330860	32508	51632	923220	14680326144	113363175							27	9	3.014275		v2
2026-04-06T03:03:26+00:00	after_start_10_of_50	no_view_blockfile_n50	default	blockfile	262726492	248536772	167406256	74241224	10461816	2336416	32508	56364	1028160	15204614144	125957698							28	10	2.920349		v2
2026-04-06T03:03:29+00:00	after_start_11_of_50	no_view_blockfile_n50	default	blockfile	262726492	248417396	166756136	74760552	10478416	2341844	33256	61072	1129540	15728902144	138552285							29	11	2.913356		v2
2026-04-06T03:03:33+00:00	after_start_12_of_50	no_view_blockfile_n50	default	blockfile	262726492	248303056	166111636	75279504	10493116	2347264	32508	65772	1234480	16253190144	151146936							30	12	3.074796		v2
2026-04-06T03:03:36+00:00	after_start_13_of_50	no_view_blockfile_n50	default	blockfile	262726492	248168900	165446236	75799196	10508948	2352692	32508	72004	1338600	16777478144	163741651							31	13	2.978369		v2
2026-04-06T03:03:39+00:00	after_start_14_of_50	no_view_blockfile_n50	default	blockfile	262726492	248077528	164824036	76318512	10524128	2358256	32508	79792	1440636	17301766144	176336430							32	14	2.990788		v2
2026-04-06T03:03:42+00:00	after_start_15_of_50	no_view_blockfile_n50	default	blockfile	262726492	247962220	164177888	76837468	10541712	2363692	32508	84508	1544172	17826054144	188931273							33	15	2.844004		v2
2026-04-06T03:03:46+00:00	after_start_16_of_50	no_view_blockfile_n50	default	blockfile	262726492	247839940	163523212	77357152	10558580	2369240	32508	90748	1649092	18350342144	201526180							34	16	2.909250		v2
2026-04-06T03:03:49+00:00	after_start_17_of_50	no_view_blockfile_n50	default	blockfile	262726492	247738588	162889804	77876472	10575024	2374796	32508	96988	1752424	18874630144	214121151							35	17	3.014767		v2
2026-04-06T03:03:53+00:00	after_start_18_of_50	no_view_blockfile_n50	default	blockfile	262726492	247627916	162247632	78395428	10591704	2380224	32508	103196	1853004	19398918144	226716186							36	18	3.039400		v2
2026-04-06T03:03:56+00:00	after_start_19_of_50	no_view_blockfile_n50	default	blockfile	262726492	247476888	161564168	78915124	10609504	2385796	32508	107908	1958392	19923206144	239311285							37	19	3.003854		v2
2026-04-06T03:04:00+00:00	after_start_20_of_50	no_view_blockfile_n50	default	blockfile	262726492	247360292	160915524	79434444	10627364	2391352	32508	114148	2062896	20447494144	251906448							38	20	3.119972		v2
2026-04-06T03:04:03+00:00	after_start_21_of_50	no_view_blockfile_n50	default	blockfile	262726492	247274688	160297944	79953768	10644980	2396908	32508	118860	2164484	20971782144	264501675							39	21	2.871485		v2
2026-04-06T03:04:06+00:00	after_start_22_of_50	no_view_blockfile_n50	default	blockfile	262726492	247173756	159665136	80473088	10662996	2402336	32508	126692	2265912	21496070144	277096966							40	22	2.990692		v2
2026-04-06T03:04:10+00:00	after_start_23_of_50	no_view_blockfile_n50	default	blockfile	262726492	247048696	159008240	80992404	10680808	2407756	32508	132916	2370208	22020358144	289692321							41	23	2.981153		v2
2026-04-06T03:04:13+00:00	after_start_24_of_50	no_view_blockfile_n50	default	blockfile	262726492	246940512	158368040	81511732	10698860	2413312	32508	139188	2473824	22544646144	302287740							42	24	3.014605		v2
2026-04-06T03:04:17+00:00	after_start_25_of_50	no_view_blockfile_n50	default	blockfile	262726492	246788564	157683892	82031264	10716800	2418876	32508	145428	2575628	23068934144	314883223							43	25	3.044084		v2
2026-04-06T03:04:20+00:00	after_start_26_of_50	no_view_blockfile_n50	default	blockfile	262726492	246646424	157009908	82550632	10734592	2424312	32508	150096	2679764	23593222144	327478770							44	26	2.958554		v2
2026-04-06T03:04:24+00:00	after_start_27_of_50	no_view_blockfile_n50	default	blockfile	262726492	246533520	156365164	83069948	10752792	2429732	32508	154844	2782524	24117510144	340074381							45	27	2.992081		v2
2026-04-06T03:04:27+00:00	after_start_28_of_50	no_view_blockfile_n50	default	blockfile	262726492	246459060	155759380	83589272	10770500	2435168	32508	162632	2885744	24641798144	352670056							46	28	3.030251		v2
2026-04-06T03:04:31+00:00	after_start_29_of_50	no_view_blockfile_n50	default	blockfile	262726492	246351100	155119024	84108584	10788712	2440748	32508	167336	2989416	25166086144	365265795							47	29	3.243456		v2
2026-04-06T03:04:34+00:00	after_start_30_of_50	no_view_blockfile_n50	default	blockfile	262726492	246229928	154465936	84627916	10806560	2446168	32508	172040	3092428	25690374144	377861598							48	30	2.935496		v2
2026-04-06T03:04:38+00:00	after_start_31_of_50	no_view_blockfile_n50	default	blockfile	262726492	246147592	153851048	85147752	10822940	2451724	32508	178240	3194040	26214662144	390457465							49	31	2.960187		v2
2026-04-06T03:04:41+00:00	after_start_32_of_50	no_view_blockfile_n50	default	blockfile	262726492	246033640	153205192	85667072	10840808	2457288	32508	182984	3297700	26738950144	403053396							50	32	3.063716		v2
2026-04-06T03:04:45+00:00	after_start_33_of_50	no_view_blockfile_n50	default	blockfile	262726492	245840180	152593332	86072668	10859692	2462852	32508	187680	3400768	27263238144	415649391							51	33	2.987992		v2
2026-04-06T03:04:48+00:00	after_start_34_of_50	no_view_blockfile_n50	default	blockfile	262726492	245730332	151951164	86592352	10877636	2468400	32508	192392	3505484	27787526144	428245450							52	34	2.849267		v2
2026-04-06T03:04:52+00:00	after_start_35_of_50	no_view_blockfile_n50	default	blockfile	262726492	245571412	151261428	87111308	10895316	2473284	32508	198632	3609268	28311814144	440841573							53	35	2.987775		v2
2026-04-06T03:04:55+00:00	after_start_36_of_50	no_view_blockfile_n50	default	blockfile	262726492	245421024	150579160	87630624	10912940	2478732	32508	206428	3710208	28836102144	453437760							54	36	2.974600		v2
2026-04-06T03:04:59+00:00	after_start_37_of_50	no_view_blockfile_n50	default	blockfile	262726492	245300696	149927412	88150284	10928756	2483268	32508	211164	3814524	29360390144	466034011							55	37	3.048093		v2
2026-04-06T03:05:02+00:00	after_start_38_of_50	no_view_blockfile_n50	default	blockfile	262726492	245203904	149299948	88669248	10946804	2487848	32508	217400	3919768	29884678144	478630326							56	38	2.922046		v2
2026-04-06T03:05:06+00:00	after_start_39_of_50	no_view_blockfile_n50	default	blockfile	262726492	245106504	148670804	89188936	10964716	2492732	32508	222108	4023664	30408966144	491226705							57	39	3.018657		v2
2026-04-06T03:05:09+00:00	after_start_40_of_50	no_view_blockfile_n50	default	blockfile	262726492	244970048	148002308	89708292	10982912	2498308	35168	228328	4126392	30933254144	503823148							58	40	3.083529		v2
2026-04-06T03:05:13+00:00	after_start_41_of_50	no_view_blockfile_n50	default	blockfile	262726492	244856500	147357328	90227248	11000960	2503744	36704	233064	4229320	31457542144	516419655							59	41	3.055294		v2
2026-04-06T03:05:16+00:00	after_start_42_of_50	no_view_blockfile_n50	default	blockfile	262726492	244748604	146718240	90746564	11018772	2508604	35140	239284	4334492	31981830144	529016226							60	42	2.917311		v2
2026-04-06T03:05:20+00:00	after_start_43_of_50	no_view_blockfile_n50	default	blockfile	262726492	244622976	146060184	91266220	11036872	2514172	35140	247136	4437368	32506118144	541612861							61	43	3.121319		v2
2026-04-06T03:05:24+00:00	after_start_44_of_50	no_view_blockfile_n50	default	blockfile	262726492	244487884	145393232	91785564	11054884	2519612	35140	253376	4542548	33030406144	554209560							62	44	2.989303		v2
2026-04-06T03:05:27+00:00	after_start_45_of_50	no_view_blockfile_n50	default	blockfile	262726492	244419044	144792548	92304888	11072836	2525032	38212	258056	4646788	33554694144	566806323							63	45	3.012949		v2
2026-04-06T03:05:31+00:00	after_start_46_of_50	no_view_blockfile_n50	default	blockfile	262726492	244293936	144135852	92823848	11091160	2530588	38212	262796	4750848	34078982144	579403150							64	46	2.954428		v2
2026-04-06T03:05:34+00:00	after_start_47_of_50	no_view_blockfile_n50	default	blockfile	262726492	244197300	143507452	93343520	11109560	2535464	39748	267496	4855760	34603270144	592000041							65	47	3.040717		v2
2026-04-06T03:05:38+00:00	after_start_48_of_50	no_view_blockfile_n50	default	blockfile	262726492	244084580	142862632	93862860	11127776	2541040	39748	272204	4957316	35127558144	604596996							66	48	3.068207		v2
2026-04-06T03:05:42+00:00	after_start_49_of_50	no_view_blockfile_n50	default	blockfile	262726492	243960820	142207244	94381808	11145428	2546596	39748	280024	5059812	35651846144	617194015							67	49	3.101078		v2
2026-04-06T03:05:45+00:00	after_start_50_of_50	no_view_blockfile_n50	default	blockfile	262726492	243810548	141524076	94902048	11163216	2552152	39748	286236	5162880	36176134144	629791098							68	50	3.074763		v2
2026-04-06T03:06:06+00:00	after_cleanup_sequential_50	no_view_blockfile_n50	default	blockfile	262726492	249345964	171514792	70985100	10388132	2285880	32508	3132	3092	12058886144	15348							18	0		172.589100	v2
