timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	mem_shmem_kb	mem_anonpages_kb	mem_sreclaimable_kb	mem_kernelstack_kb	mem_pagetables_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	containerd_main_pss_kb	shim_urunc_pss_sum_kb	qemu_pss_sum_kb	cgv2_containerd_current_bytes	cgv2_shim_current_bytes_sum	cgv2_qemu_current_bytes_sum	cgv2_runtime_current_bytes_sum	cgv2_runtime_anon_bytes_sum	cgv2_runtime_file_bytes_sum	cgv2_runtime_slab_bytes_sum	cgv2_runtime_shmem_bytes_sum	system_pss_all_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source	thin_data_used_blocks	thin_data_total_blocks	thin_meta_used_blocks	thin_meta_total_blocks
snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note																																						
2026-04-16T23:57:06+00:00	before_sequential_200	seq200_view	default	devmapper	262726528	251896848	179219836	67907032	6431280	2458936	12048	3567304	4192984	66352	83248	64052	3096	3112	94047	0	0										118112911360	0	dm:containerd-pool	0.1068	0.1686	114622464	18104320	dmsetup	1749	1638400	4420	2621440
15	0			v2																																						
2026-04-16T23:57:17+00:00	after_start_10_of_200	seq200_view	default	devmapper	262726528	250380396	177641724	67923948	6443840	2504420	12680	4594296	4192972	73856	90420	70164	116116	1032924	105035	58481	935196										118112911360	126022768	dm:containerd-pool	0.1099	0.1698	118030336	18227200	dmsetup	1801	1638400	4450	2621440
26	10	0.983439		v2																																						
2026-04-16T23:57:28+00:00	after_start_20_of_200	seq200_view	default	devmapper	262726528	249088084	176285024	67936336	6464984	2557632	13320	5691976	4192960	81232	97788	70116	230668	2065224	107631	104316	1856268										118112911360	252051918	dm:containerd-pool	0.1193	0.1709	128122880	18350080	dmsetup	1955	1638400	4480	2621440
36	20	0.944850		v2																																						
2026-04-16T23:57:39+00:00	after_start_30_of_200	seq200_view	default	devmapper	262726528	247772032	174899776	67953816	6485692	2610952	13964	6798696	4192792	88912	104976	71636	338988	3094636	111615	149366	2779436										118112911360	378087468	dm:containerd-pool	0.1291	0.1720	138608640	18472960	dmsetup	2115	1638400	4510	2621440
46	30	0.937656		v2																																						
2026-04-16T23:57:50+00:00	after_start_40_of_200	seq200_view	default	devmapper	262726528	246735404	173791240	67971964	6504680	2664176	14612	7891796	4192768	95760	112672	66984	450384	4132340	110121	191055	3702552										118112911360	504129418	dm:containerd-pool	0.1389	0.1732	149094400	18595840	dmsetup	2275	1638400	4540	2621440
