timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	mem_shmem_kb	mem_anonpages_kb	mem_sreclaimable_kb	mem_kernelstack_kb	mem_pagetables_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	containerd_main_pss_kb	shim_urunc_pss_sum_kb	qemu_pss_sum_kb	cgv2_containerd_current_bytes	cgv2_shim_current_bytes_sum	cgv2_qemu_current_bytes_sum	cgv2_runtime_current_bytes_sum	cgv2_runtime_anon_bytes_sum	cgv2_runtime_file_bytes_sum	cgv2_runtime_slab_bytes_sum	cgv2_runtime_shmem_bytes_sum	system_pss_all_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source
snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note																																		
2026-04-16T19:59:37+00:00	after_start_160_of_200	seq200_view	default	devmapper	262726528	236170884	163509672	67103844	6626984	3299340	22196	18360528	4150260	165952	144268	64052	1808000	16551500	151355	697460	14760968										118112780288	2017101336	dm:containerd-pool	0.1870	0.2572	2570059776	2209349632	dmsetup
176	160	1.027958		v2																																		
2026-04-16T19:59:51+00:00	after_start_170_of_200	seq200_view	default	devmapper	262726528	234970596	162234952	67120792	6674232	3352628	22824	19467936	4155256	175200	151776	62496	1916288	17576316	150326	739426	15684186										118112780288	2143225141	dm:containerd-pool	0.1881	0.2675	2585788416	2297430016	dmsetup
186	170	1.060303		v2																																		
2026-04-16T20:00:07+00:00	after_start_180_of_200	seq200_view	default	devmapper	262726528	233782080	160973028	67137836	6719616	3405800	23476	20570444	4159432	183200	159252	64000	2029284	18620128	154326	781929	16608072										118112780288	2269355446	dm:containerd-pool	0.1893	0.2776	2601517056	2384461824	dmsetup
196	180	1.089368		v2																																		
2026-04-16T20:00:23+00:00	after_start_190_of_200	seq200_view	default	devmapper	262726528	232604896	159721072	67155928	6747264	3459248	24108	21689328	4163216	190080	166788	67072	2142288	19645916	162419	824282	17528856										118112911360	2395492251	dm:containerd-pool	0.1904	0.2870	2617245696	2465202176	dmsetup
206	190	1.075978		v2																																		
2026-04-16T20:00:39+00:00	after_start_200_of_200	seq200_view	default	devmapper	262726528	231345340	158387304	67173120	6791012	3512540	24748	22793596	4167104	199216	174232	71568	2250540	20694056	168243	866778	18452248										118112911360	2521635556	dm:containerd-pool	0.1916	0.2968	2632974336	2549088256	dmsetup
216	200	1.067273		v2																																		
2026-04-16T20:00:49+00:00	after_start_200_of_200_settle_5s	seq200_view	default	devmapper	262726528	231604984	158627704	67181748	6796616	3520536	24760	22887516	4169732	200144	174128	73104	2250528	20686060	173099	864170	18452252										118112911360	2521635556	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
216	200		250.929188	v2																																		
2026-04-16T20:01:09+00:00	after_start_200_of_200_settle_20s	seq200_view	default	devmapper	262726528	231937132	158959252	67182272	6798492	3520536	24760	22879340	4169812	202512	174188	63296	2250564	20686056	161755	859290	18452180										118112911360	2521635556	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
216	200		250.929188	v2																																		
2026-04-16T20:01:54+00:00	after_start_200_of_200_settle_60s	seq200_view	default	devmapper	262726528	232037972	159059148	67182940	6803696	3520536	24760	22899772	4170084	207280	174280	63296	2250540	20686060	161771	857618	18452172										118112911360	2521635556	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
216	200		250.929188	v2																																		
2026-04-16T20:03:21+00:00	after_cleanup_sequential_200	seq200_view	default	devmapper	262726528	254118404	182455852	66948348	6307716	2455660	11964	855460	4140484	49552	28232	33688	3124	3124	87939	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
16	0		250.929188	v2																																		
2026-04-16T20:03:27+00:00	after_cleanup_sequential_200_settle_5s	seq200_view	default	devmapper	262726528	254283928	182622596	66947352	6304828	2455660	11960	854360	4140324	49392	28256	33688	3092	3132	87939	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
16	0			v2																																		
2026-04-16T20:03:43+00:00	after_cleanup_sequential_200_settle_20s	seq200_view	default	devmapper	262726528	254721312	183059912	66947356	6304520	2455660	11960	853388	4140324	49344	28196	33688	3128	3120	87939	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
16	0			v2																																		
2026-04-16T20:04:23+00:00	after_cleanup_sequential_200_settle_60s	seq200_view	default	devmapper	262726528	255073572	183412268	66947456	6304016	2455660	11960	855440	4140276	49360	28604	33688	3132	3132	87939	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
16	0			v2																																		
