timestamp_iso	tag	bench_label	ns	snapshotter	mem_total_kb	mem_avail_kb	mem_free_kb	mem_cached_kb	mem_slab_kb	mem_buffers_kb	mem_shmem_kb	mem_anonpages_kb	mem_sreclaimable_kb	mem_kernelstack_kb	mem_pagetables_kb	containerd_main_rss_kb	shim_urunc_rss_sum_kb	qemu_rss_sum_kb	containerd_main_pss_kb	shim_urunc_pss_sum_kb	qemu_pss_sum_kb	cgv2_containerd_current_bytes	cgv2_shim_current_bytes_sum	cgv2_qemu_current_bytes_sum	cgv2_runtime_current_bytes_sum	cgv2_runtime_anon_bytes_sum	cgv2_runtime_file_bytes_sum	cgv2_runtime_slab_bytes_sum	cgv2_runtime_shmem_bytes_sum	system_pss_all_kb	snapshotter_root_bytes	run_containerd_bytes	thin_pool_id	thin_data_pct	thin_meta_pct	thin_data_used_bytes	thin_meta_used_bytes	thin_metrics_source
snapshot_count	running_containers	container_start_sec	batch_elapsed_sec	resource_granularity_note																																		
2026-04-16T20:07:46+00:00	after_start_160_of_200	seq200_noview	default	devmapper	262726528	234880856	162123584	68328628	6679212	3300760	1161952	18267172	4160084	168320	142616	70320	907140	16537880	156218	574612	14758632										118112911360	2016312591	dm:containerd-pool	0.1870	0.2594	2570059776	2228224000	dmsetup
175	160	1.124691		v2																																		
2026-04-16T20:08:01+00:00	after_start_170_of_200	seq200_noview	default	devmapper	262726528	233751676	160922632	68416220	6707512	3354096	1233832	19358940	4162808	174816	149396	73388	961868	17560812	159582	610558	15673430										118112911360	2142387086	dm:containerd-pool	0.1881	0.2695	2585788416	2314731520	dmsetup
185	170	1.026018		v2																																		
2026-04-16T20:08:17+00:00	after_start_180_of_200	seq200_noview	default	devmapper	262726528	232410028	159508556	68504216	6737944	3407480	1305712	20452028	4165692	182912	156564	81068	1012000	18595772	167627	645186	16594728										118112911360	2268468081	dm:containerd-pool	0.1893	0.2789	2601517056	2395996160	dmsetup
195	180	0.963120		v2																																		
2026-04-16T20:08:32+00:00	after_start_190_of_200	seq200_noview	default	devmapper	262726528	231180648	158204156	68594860	6765924	3460760	1377676	21550516	4168792	189536	164028	81012	1068364	19635680	166430	680647	17515884										118112911360	2394555576	dm:containerd-pool	0.1904	0.2887	2617245696	2479882240	dmsetup
205	190	0.985831		v2																																		
2026-04-16T20:08:48+00:00	after_start_200_of_200	seq200_noview	default	devmapper	262726528	229905764	156856364	68682592	6798540	3514180	1449472	22637308	4172496	199072	170984	81912	1121628	20677520	166443	716543	18439296										118112911360	2520649571	dm:containerd-pool	0.1916	0.2985	2632974336	2563768320	dmsetup
215	200	1.090942		v2																																		
2026-04-16T20:08:58+00:00	after_start_200_of_200_settle_5s	seq200_noview	default	devmapper	262726528	230220532	157154748	68688596	6803536	3521972	1449556	22727732	4174924	199712	170908	80292	1121644	20672932	163020	715839	18439304										118112911360	2520649571	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
215	200		256.338481	v2																																		
2026-04-16T20:09:18+00:00	after_start_200_of_200_settle_20s	seq200_noview	default	devmapper	262726528	230538456	157471428	68689472	6805412	3521972	1449556	22740508	4175116	201520	171028	80292	1121644	20672936	165611	713251	18439288										118112911360	2520649571	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
215	200		256.338481	v2																																		
2026-04-16T20:10:04+00:00	after_start_200_of_200_settle_60s	seq200_noview	default	devmapper	262726528	230644504	157577340	68689520	6809108	3521972	1449556	22757112	4175204	206992	171204	80292	1124696	20672916	166559	712743	18439288										118112911360	2520649571	dm:containerd-pool	0.1916	0.3021	2632974336	2594701312	dmsetup
215	200		256.338481	v2																																		
2026-04-16T20:11:30+00:00	after_cleanup_sequential_200	seq200_noview	default	devmapper	262726528	253861060	182103400	67031016	6333728	2455416	11964	873112	4153172	49616	28924	39780	3132	3124	89757	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
15	0		256.338481	v2																																		
2026-04-16T20:11:36+00:00	after_cleanup_sequential_200_settle_5s	seq200_noview	default	devmapper	262726528	254215520	182459248	67029920	6321320	2455412	11960	866304	4152964	49376	28304	39780	3128	3092	89760	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
15	0			v2																																		
2026-04-16T20:11:52+00:00	after_cleanup_sequential_200_settle_20s	seq200_noview	default	devmapper	262726528	254620356	182863952	67029972	6320712	2455412	11960	868276	4152956	49456	28692	39780	3132	3124	89759	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
15	0			v2																																		
2026-04-16T20:12:32+00:00	after_cleanup_sequential_200_settle_60s	seq200_noview	default	devmapper	262726528	254946668	183190292	67030172	6320028	2455412	11960	868252	4152892	49392	28656	39780	3132	3132	89759	0	0										118112911360	0	dm:containerd-pool	0.1686	0.1068	2317352960	916979712	dmsetup
15	0			v2																																		
